Designator,Footprint,Quantity,Value,LCSC Part #
C10,0402,1,1u,
"C3, C4",0402,2,33p,
"C5, C6, C7, C8",0402,4,18p,
C9,0402,1,0.1u,
IC1,SON50P400X400X100-13N,1,FDC2212QDNTTQ1,
J1,Molex_Nano-Fit_105313-xx04_1x04_P2.50mm_Horizontal,1,Conn_01x04_Pin,
"J3, J4",Molex_Nano-Fit_105313-xx02_1x02_P2.50mm_Horizontal,2,Conn_01x02_Pin,
"L1, L2",1210,2,18u,
"R3, R4",0402,2,1k,
